age,job,marital,education,default,balance,housing,loan
34,admin.,divorced,tertiary,yes,1186,yes,yes
35,self-employed,married,tertiary,no,661,yes,yes
27,admin.,divorced,unknown,no,-170,yes,no
41,technician,single,tertiary,no,2979,no,no
36,technician,married,secondary,no,1655,yes,no
27,services,married,tertiary,no,3520,no,yes
40,admin.,married,tertiary,yes,152,yes,yes
28,blue-collar,single,unknown,yes,265,no,no
32,blue-collar,divorced,secondary,no,1253,no,yes
43,technician,married,unknown,no,-126,no,no
23,blue-collar,married,secondary,no,2149,no,yes
36,entrepreneur,married,tertiary,no,2536,yes,no
24,technician,single,primary,no,5245,yes,no
28,self-employed,married,secondary,no,3470,no,no
25,management,single,secondary,no,297,no,yes
24,blue-collar,single,secondary,yes,4360,no,no
42,services,married,secondary,no,489,yes,yes
54,admin.,married,tertiary,no,5584,no,no
47,technician,divorced,primary,no,3011,yes,yes
26,retired,married,tertiary,no,3789,yes,yes
46,management,married,secondary,no,728,yes,no
31,management,married,secondary,no,93,yes,no
26,technician,single,secondary,no,567,no,no
37,technician,divorced,unknown,no,-40,no,yes
39,technician,married,primary,no,129,no,no
53,blue-collar,married,tertiary,no,-553,yes,no
50,technician,single,secondary,no,553,yes,no
28,blue-collar,divorced,secondary,no,3618,no,no
24,blue-collar,divorced,tertiary,no,487,yes,no
44,blue-collar,divorced,tertiary,no,362,no,no
42,admin.,single,tertiary,no,1340,no,no
31,retired,married,unknown,no,1558,no,no
32,technician,married,tertiary,no,1076,yes,no
29,admin.,divorced,unknown,no,720,no,no
50,management,married,secondary,no,1672,yes,no
40,technician,divorced,secondary,no,373,yes,no
22,management,married,secondary,no,490,no,no
22,technician,married,primary,no,591,yes,no
34,blue-collar,married,unknown,no,658,no,no
29,admin.,divorced,unknown,no,702,yes,no
44,admin.,married,secondary,no,2060,yes,no
39,blue-collar,married,secondary,no,722,no,no
38,blue-collar,divorced,tertiary,yes,279,yes,no
28,services,divorced,tertiary,no,-68,yes,no
24,blue-collar,single,secondary,no,1782,yes,yes
25,blue-collar,divorced,secondary,no,30621,no,no
49,unknown,married,primary,yes,399,yes,no
36,technician,divorced,tertiary,no,177,yes,no
31,management,divorced,tertiary,no,492,no,no
49,blue-collar,single,tertiary,no,367,yes,no
54,management,married,tertiary,no,529,no,no
23,services,married,secondary,no,1590,no,no
51,technician,married,secondary,no,425,yes,no
51,technician,divorced,secondary,no,333,no,no
34,blue-collar,married,secondary,no,198,yes,no
30,blue-collar,divorced,secondary,no,3673,yes,no
70,admin.,married,unknown,no,1376,yes,yes
40,services,single,tertiary,no,2354,yes,no
26,technician,married,tertiary,no,2063,no,no
39,technician,married,secondary,no,159,yes,no
47,technician,single,secondary,no,441,yes,no
43,blue-collar,married,secondary,no,1575,no,no
51,technician,single,secondary,no,4205,no,yes
26,admin.,married,secondary,no,1789,no,no
25,services,married,secondary,no,2064,yes,no
33,blue-collar,married,tertiary,no,-477,no,no
50,blue-collar,single,secondary,no,2120,yes,yes
31,management,married,secondary,no,168,yes,no
23,technician,married,tertiary,yes,217,no,no
53,blue-collar,married,secondary,no,301,no,no
26,services,married,tertiary,no,2672,yes,no
30,technician,married,tertiary,no,526,yes,no
25,unknown,divorced,secondary,no,384,no,yes
22,management,single,secondary,no,-326,yes,no
26,blue-collar,single,tertiary,no,1918,yes,no
37,self-employed,married,secondary,no,212,yes,no
22,admin.,married,secondary,no,1620,yes,no
26,management,married,secondary,no,1181,no,no
27,blue-collar,married,tertiary,no,940,no,no
26,blue-collar,married,secondary,no,545,no,no
41,management,divorced,secondary,no,6980,yes,no
45,management,married,tertiary,no,197,yes,no
58,management,single,tertiary,yes,670,yes,no
29,blue-collar,married,secondary,no,1684,yes,yes
51,management,married,secondary,no,2011,yes,no
25,admin.,single,secondary,no,655,no,no
26,blue-collar,divorced,secondary,no,866,no,no
48,admin.,married,tertiary,no,2170,no,no
37,technician,married,secondary,yes,3474,yes,yes
44,services,married,primary,no,291,yes,no
25,technician,married,unknown,no,736,yes,no
25,admin.,married,secondary,no,279,no,no
43,unemployed,married,secondary,no,491,no,no
33,technician,single,secondary,no,164,no,yes
30,management,married,tertiary,no,416,no,no
39,management,married,tertiary,no,1917,yes,yes
44,blue-collar,divorced,tertiary,yes,146,yes,yes
22,blue-collar,divorced,tertiary,yes,4720,yes,yes
40,technician,married,unknown,no,5620,yes,yes
53,services,married,secondary,no,1216,no,no
26,technician,married,tertiary,no,94,yes,no
32,management,married,secondary,no,3047,no,yes
29,technician,married,primary,no,1840,no,no
26,management,married,tertiary,no,633,no,no
39,blue-collar,married,tertiary,no,4289,yes,no
33,admin.,married,secondary,yes,1341,yes,no
33,retired,single,tertiary,no,4744,no,no
33,blue-collar,married,tertiary,no,-15,no,no
51,management,married,unknown,yes,-231,no,no
26,technician,married,secondary,no,410,yes,no
24,blue-collar,married,secondary,no,1939,no,no
25,management,married,secondary,no,443,no,no
36,housemaid,married,secondary,no,23326,no,no
38,technician,married,tertiary,no,32,yes,yes
27,blue-collar,married,tertiary,no,92,no,no
50,management,divorced,secondary,no,393,no,no
34,blue-collar,married,secondary,no,82,yes,no
49,student,single,tertiary,no,41,no,no
38,technician,married,secondary,no,536,no,no
44,technician,married,secondary,no,2245,yes,no
33,technician,married,secondary,no,473,yes,no
28,management,married,tertiary,no,408,no,no
54,services,married,tertiary,no,1668,no,no
29,technician,married,tertiary,no,1336,no,no
48,management,married,secondary,no,659,no,no
59,admin.,married,secondary,no,-145,yes,yes
52,blue-collar,single,secondary,no,508,yes,no
24,technician,married,tertiary,no,1568,yes,yes
21,management,single,primary,no,825,yes,no
24,admin.,married,secondary,no,169,no,yes
31,blue-collar,single,secondary,no,323,no,no
34,technician,married,tertiary,no,1340,no,yes
44,services,married,secondary,no,1395,no,yes
22,services,married,tertiary,no,-86,yes,no
47,admin.,single,tertiary,yes,274,yes,no
31,self-employed,married,unknown,no,313,no,yes
32,services,married,unknown,no,4285,yes,no
29,self-employed,married,secondary,no,3858,no,no
45,blue-collar,married,secondary,no,1879,yes,no
53,blue-collar,divorced,secondary,no,612,no,no
29,blue-collar,married,secondary,no,1146,no,yes
22,admin.,divorced,secondary,no,-183,yes,no
23,management,divorced,secondary,no,1123,yes,yes
46,technician,married,secondary,no,189,no,yes
31,blue-collar,married,secondary,no,1161,no,yes
44,technician,married,secondary,yes,2339,yes,no
34,technician,married,tertiary,yes,-28,no,no
49,services,married,tertiary,no,1945,yes,no
26,blue-collar,married,secondary,no,20496,no,no
67,blue-collar,married,secondary,no,-38,no,yes
50,entrepreneur,single,unknown,no,-35,yes,no
44,management,married,tertiary,no,3696,no,no
42,blue-collar,married,primary,no,1391,yes,no
35,management,married,secondary,no,430,yes,no
22,management,divorced,tertiary,no,-926,yes,no
48,blue-collar,married,tertiary,no,3805,yes,yes
54,management,married,secondary,no,668,no,no
50,admin.,married,tertiary,no,1977,yes,no
37,blue-collar,married,secondary,no,-94,no,yes
40,admin.,divorced,secondary,no,416,no,yes
39,technician,divorced,primary,yes,25817,yes,yes
20,management,married,secondary,no,1121,yes,no
50,technician,single,tertiary,no,2252,yes,no
45,entrepreneur,married,tertiary,no,162,no,no
50,technician,single,secondary,no,590,yes,yes
41,management,married,tertiary,no,3081,yes,no
25,services,married,secondary,no,837,yes,no
32,technician,divorced,tertiary,no,1188,no,yes
34,entrepreneur,married,secondary,no,613,yes,no
57,technician,divorced,primary,no,422,yes,no
24,admin.,married,tertiary,no,600,yes,no
45,blue-collar,married,primary,no,164,no,no
53,blue-collar,married,tertiary,no,1901,no,no
31,services,married,secondary,yes,-146,yes,no
21,blue-collar,married,secondary,no,4239,no,no
51,technician,divorced,secondary,no,272,no,no
35,self-employed,single,unknown,no,803,no,no
39,technician,married,tertiary,no,1515,yes,yes
23,technician,married,primary,no,308,no,yes
23,services,married,primary,yes,280,no,no
53,services,single,tertiary,no,-81,yes,no
30,self-employed,single,secondary,no,-94,yes,no
27,blue-collar,married,secondary,no,203,yes,yes
27,technician,married,secondary,no,47,yes,yes
26,blue-collar,married,secondary,yes,686,yes,no
28,blue-collar,married,tertiary,no,-878,yes,no
43,blue-collar,married,tertiary,no,598,yes,no
36,student,divorced,primary,no,1238,no,no
35,technician,single,unknown,no,7490,no,yes
24,unemployed,married,secondary,no,6548,yes,no
37,technician,married,secondary,no,361,yes,no
48,technician,divorced,tertiary,no,403,no,no
21,services,married,secondary,no,1148,no,yes
24,management,married,secondary,no,450,yes,yes
59,management,married,secondary,no,9531,yes,no
33,management,married,secondary,no,319,no,no
27,technician,married,secondary,no,245,yes,yes
47,blue-collar,single,tertiary,no,2454,no,no
51,technician,divorced,secondary,no,420,yes,no
40,technician,married,secondary,no,-147,no,yes
57,technician,single,secondary,no,62,no,no
45,management,married,secondary,no,769,no,no
28,blue-collar,single,secondary,no,172,yes,yes
26,management,married,secondary,no,161,no,no
25,technician,divorced,primary,no,58,no,no
57,blue-collar,single,tertiary,no,372,no,no
52,technician,single,tertiary,no,2280,yes,no
27,admin.,married,tertiary,no,418,yes,no
40,technician,married,secondary,no,617,yes,no
43,admin.,single,tertiary,no,1460,no,no
54,blue-collar,married,tertiary,no,686,no,no
27,services,single,secondary,no,764,yes,yes
32,blue-collar,divorced,tertiary,no,41,yes,no
37,admin.,married,secondary,no,42,yes,yes
24,blue-collar,single,primary,no,1,no,yes
45,services,married,secondary,no,101,no,no
26,blue-collar,married,secondary,no,2002,yes,no
30,blue-collar,married,tertiary,no,577,yes,no
33,blue-collar,divorced,secondary,no,4082,no,no
54,management,divorced,tertiary,no,239,yes,no
28,management,married,tertiary,no,557,no,no
58,student,married,secondary,no,382,yes,no
31,management,married,secondary,no,308,yes,no
28,management,married,unknown,no,-66,yes,yes
33,management,married,tertiary,no,267,no,no
50,blue-collar,married,secondary,no,-181,no,no
41,technician,married,secondary,no,999,no,no
35,admin.,married,primary,no,2047,yes,no
61,management,married,tertiary,no,1199,no,no
39,admin.,single,tertiary,no,697,yes,no
34,services,married,primary,yes,703,yes,yes
38,services,married,tertiary,no,1574,no,no
56,blue-collar,single,tertiary,no,123,no,no
24,management,divorced,tertiary,no,3422,no,no
48,technician,married,unknown,no,208,no,yes
50,technician,single,unknown,no,1614,no,no
31,blue-collar,married,secondary,no,1117,yes,yes
30,technician,single,secondary,yes,384,no,no
32,admin.,single,secondary,no,2914,yes,no
40,management,married,primary,no,1907,yes,no
46,admin.,single,secondary,no,1149,no,no
28,retired,married,secondary,no,475,no,no
35,management,married,tertiary,no,265,yes,yes
44,unknown,married,tertiary,no,473,no,no
30,technician,single,tertiary,no,465,yes,no
34,blue-collar,married,secondary,no,160,yes,yes
27,services,married,tertiary,no,30339,no,no
50,retired,single,tertiary,no,501,yes,no
59,blue-collar,married,secondary,no,360,yes,no
23,blue-collar,single,secondary,no,2315,yes,yes
53,self-employed,divorced,secondary,no,441,no,yes
35,technician,divorced,primary,no,501,yes,no
52,technician,married,secondary,no,1008,no,no
30,management,single,secondary,no,58,no,no
52,technician,single,secondary,no,112,yes,no
25,blue-collar,divorced,secondary,no,573,yes,no
35,technician,married,tertiary,no,-309,no,no
50,retired,divorced,primary,no,1274,no,no
25,technician,married,secondary,no,498,yes,no
51,management,divorced,unknown,no,364,no,yes
38,technician,married,primary,no,4698,no,no
25,technician,married,secondary,no,1367,yes,no
35,management,married,secondary,no,15,yes,no
41,technician,married,secondary,no,732,no,no
24,services,married,unknown,no,-162,no,no
49,management,single,secondary,no,1273,yes,no
26,blue-collar,married,secondary,yes,672,no,yes
46,management,married,unknown,no,521,yes,no
55,blue-collar,married,tertiary,no,4341,yes,yes
40,technician,married,tertiary,no,1343,yes,no
35,retired,married,secondary,no,1783,yes,yes
53,blue-collar,married,secondary,no,103,no,no
25,self-employed,single,unknown,no,1108,no,yes
35,blue-collar,single,secondary,no,224,yes,yes
56,blue-collar,single,secondary,no,525,no,no
22,admin.,married,tertiary,no,554,yes,no
30,technician,married,primary,no,552,yes,no
33,management,divorced,tertiary,no,3249,no,no
21,technician,single,secondary,no,4144,no,yes
39,admin.,married,unknown,no,-584,yes,yes
37,blue-collar,divorced,secondary,no,16906,yes,yes
47,blue-collar,single,secondary,no,1094,yes,no
33,retired,married,tertiary,no,523,no,no
50,services,married,tertiary,no,2270,yes,no
52,blue-collar,single,secondary,yes,183,yes,no
47,admin.,married,secondary,no,9743,yes,no
26,technician,married,secondary,no,463,no,no
33,self-employed,married,tertiary,no,193,yes,no
24,technician,single,secondary,no,607,no,no
32,technician,married,tertiary,no,275,no,no
38,technician,single,secondary,no,298,yes,no
26,technician,single,secondary,no,42,yes,no
47,technician,married,tertiary,no,396,yes,yes
26,technician,divorced,tertiary,yes,1712,yes,yes
31,student,married,secondary,no,2060,yes,no
34,blue-collar,married,primary,no,503,no,no
30,technician,married,secondary,no,-534,no,no
28,blue-collar,divorced,secondary,no,538,yes,yes
25,management,divorced,tertiary,no,498,yes,yes
48,management,single,secondary,no,486,yes,no
43,technician,married,secondary,no,616,yes,no
23,blue-collar,single,secondary,no,1928,yes,no
56,blue-collar,married,primary,no,363,yes,no
50,admin.,married,secondary,yes,464,no,no
37,technician,married,secondary,no,505,yes,no
31,technician,single,secondary,no,598,no,no
49,services,married,secondary,no,1929,yes,no
29,admin.,married,tertiary,no,397,no,no
27,services,married,secondary,no,1069,yes,no
30,admin.,married,secondary,no,985,no,yes
32,blue-collar,married,secondary,no,1775,yes,no
31,blue-collar,single,secondary,no,-263,no,no
31,services,divorced,tertiary,no,1197,yes,no
42,management,married,tertiary,no,188,yes,no
45,services,single,secondary,no,1725,yes,no
51,services,divorced,tertiary,no,493,no,no
24,unknown,single,tertiary,no,556,yes,no
30,admin.,single,secondary,no,295,yes,no
35,retired,single,secondary,no,3774,no,no
32,admin.,single,tertiary,no,429,yes,no
24,management,married,secondary,no,93,no,yes
33,blue-collar,divorced,unknown,no,97,no,no
27,retired,married,secondary,no,32,yes,no
43,admin.,married,primary,no,1408,yes,no
39,retired,married,unknown,no,951,yes,yes
27,admin.,married,secondary,no,352,no,no
29,services,married,unknown,no,1328,yes,no
34,technician,married,unknown,no,719,no,no
37,management,married,secondary,no,579,yes,yes
39,admin.,single,tertiary,no,630,no,no
44,services,married,secondary,no,150,yes,no
22,technician,married,primary,no,40,no,no
53,management,married,secondary,no,14241,yes,no
51,management,single,primary,no,273,yes,yes
54,management,single,secondary,no,441,no,no
36,technician,married,tertiary,no,30,yes,no
59,management,divorced,tertiary,no,2016,no,no
34,management,married,secondary,no,-177,yes,no
37,blue-collar,divorced,secondary,no,399,yes,no
21,self-employed,single,unknown,no,6413,yes,no
29,services,single,primary,no,1676,yes,no
62,admin.,married,unknown,no,-72,yes,no
73,management,divorced,secondary,no,1655,yes,no
42,services,single,secondary,no,-46,yes,no
44,management,married,secondary,no,-115,yes,yes
41,management,divorced,tertiary,no,2550,yes,no
24,management,married,secondary,no,2015,no,yes
32,services,married,primary,no,703,yes,no
24,entrepreneur,single,tertiary,no,2952,yes,no
47,admin.,divorced,secondary,no,5519,yes,yes
24,blue-collar,married,tertiary,no,418,no,no
21,housemaid,married,secondary,yes,2001,yes,no
46,entrepreneur,single,tertiary,no,425,yes,no
34,technician,divorced,tertiary,no,-190,no,no
29,blue-collar,married,primary,no,30,yes,no
52,management,single,secondary,no,3272,no,yes
